"_Imputation_","Parm","Estimate","StdErr","LowerCL","UpperCL","Z","ProbZ"
8,"age*time2",0.000102493364377333,5.08694130622312e-06,9.25231426256668e-05,0.000112463586129,20.1483284762786,0
9,"Prm6",5.39270169477016,0.359127500362459,4.68882472820184,6.09657866133848,15.0161201504408,0
9,"Prm7",6.94124439766518,0.36782376854924,6.22032305865087,7.66216573667948,18.8711143519698,0
9,"time",-0.0720430541481089,0.0143298968063539,-0.100129135790738,-0.0439569725054797,-5.02746496514649,4.97006251931609e-07
9,"age",-0.0645409503038269,0.00558090729811156,-0.0754793276091823,-0.0536025729984715,-11.564598165905,0
9,"side2",0.0609808069477611,0.0594758277025201,-0.0555896732998881,0.17755128719541,1.02530404877707,0.305219745999279
9,"time*age",-0.00173165936818694,0.000236731176867071,-0.00219564394886418,-0.0012676747875097,-7.31487669306565,2.57571741713036e-13
9,"age*time2",9.43534988812327e-05,5.13922478241617e-06,8.42808033992413e-05,0.000104426194363224,18.3594808314403,0
10,"Prm6",5.45527031267875,0.350890281378483,4.7675379986518,6.14300262670571,15.5469404602703,0
10,"Prm7",6.97634798058928,0.358167431955629,6.27435271352105,7.67834324765751,19.4778959731144,0
10,"time",-0.0925949670621964,0.0145910536486597,-0.121192906710061,-0.0639970274143317,-6.34600963657633,2.20971241304824e-10
10,"age",-0.0643471956600966,0.00542714505090866,-0.0749842044987524,-0.0537101868214409,-11.8565461318052,0
10,"side2",0.0204984676762206,0.0621790476902447,-0.101370226389658,0.142367161742099,0.329668408212637,0.741650527026116
10,"time*age",-0.00133415722694352,0.000240182787075444,-0.00180490683931784,-0.000863407614569197,-5.55475787082297,2.77996834441296e-08
10,"age*time2",9.07273163399437e-05,5.28976769441549e-06,8.03595621723059e-05,0.000101095070507582,17.1514746168771,0
